Dossier 1;Dossier 2;Dossier 3;Dossier 4;Dossier 5;Dossier 6;Dossier 7;Dossier 8;Dossier 9;Dossier 10;Fichier/Dossier
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation Generali - Projet Duos 30k€ - 16 avr.21;5. Dossier envoyé;MaMaMa_Réponse Generali_16 avril 2021.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation Generali - Projet Duos 30k€ - 16 avr.21;5. Dossier envoyé;MAMAMA_Revue de Presse_22022021.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation Generali - Projet Duos 30k€ - 16 avr.21;5. Dossier envoyé;STATUTS DE L’ASSOCIATION MAMAMA_31102020.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation Generali - Projet Duos 30k€ - 16 avr.21;5. Dossier envoyé;Une bulle d’oxygène – avec Céline Mauconduit.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation L'Oréal - Beauty for a Better Life;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation L'Oréal - Beauty for a Better Life;Budget Duos Socio-esthétique .gsheet;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fondation L'Oréal - Beauty for a Better Life;Fondation L'Oréal - Beauty for a better Life .gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fonds pour les Femmes en Méditerranée;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fonds pour les Femmes en Méditerranée;FFMed - Formulaire 2.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Fonds pour les Femmes en Méditerranée;Projet vidéos MaMaMa FFmed.pptx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'engage 2023;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'engage 2023;Fondation La France S'engage 2023.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'engage 2023;GUIDE_DES_CANDIDATS_2023_VF.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'engage 2023;Justification Refus 2023.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Budget-previsionnel-du-projet-MaMaMa.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Budget-previsionnel-du-projet.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Budget-structure-MaMaMa.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Budget-structure.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Formulaire réponse - La France s'engage 2024.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Partenaires-financiers-MaMaMa.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;Partenaires-financiers.xlsx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;projet LFSE.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - La France s'Engage 2024;REFUS - justification.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Programme expérimentation 95;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;FONDATIONS;REFUS;REFUS - Programme expérimentation 95;Document sans titre.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Plaine Commune;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;CNAF;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Préfecture Île-de-France;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Hauts-de-Seine 92;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Préfecture Seine-Saint-Denis;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Région Île-de-France;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Etat - Ministères;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Ville de Paris;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Institutionnels;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Ville de Saint-Denis;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;doc stratégie pour RDV ARS du 04.07.2023.docx;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;1. Sources;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;2. Réponse MaMaMa-AnneSo;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;Mamama - Devis Entrecom Prod.pdf.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;Notes préliminaires - Eléments pour réponse.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;@Old - AAP exclu;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;AAP Santé de l_enfant et déterminants sociaux - màj mars 2021.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;Lien AAP ARS.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;@Old - AAP exclu;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;0. Appel à projet;@Old - AAP exclu;Cahier des charges AàP femme enceinte jeune enfant_VF_MAJ_mars2021.pdf;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;1. Sources;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;1. Sources;Mamama - Devis Entrecom Prod.pdf.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;2. Réponse MaMaMa-AnneSo;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;2. Réponse MaMaMa-AnneSo;MaMaMa_Réponse AAP ARS_Avril 2021.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;2. Réponse MaMaMa-AnneSo;Questions sur démarches simplifiées.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;2. Réponse MaMaMa-AnneSo;Réponses formulaire - Anne-So.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Attestation.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Declaration-sur-honneur.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Tableau-1-Budget-previsionnel-Organisme.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Tableau-2-Objectifs-Evaluation-du-projet.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Tableau-3-tableau-Emplois.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;3. Pièces jointes;Attribution-FIR-DPSRI-2021-Tableau-4-Budget-previsionnel-Actions.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Attestation-MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Attestation.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Declaration-sur-honneur-MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Declaration-sur-honneur.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Tableau-1-Budget-previsionnel-Organisme.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Tableau-2-Objectifs-Evaluation-du-projet-MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Tableau-2-Objectifs-Evaluation-du-projet.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Tableau-3-tableau-Emplois.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Attribution-FIR-DPSRI-2021-Tableau-4-Budget-previsionnel-Actions.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;MaMaMa_Reìponse AAP ARS_Avril 2021_Description projet les vidéos de MaMaMa.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Planning.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;ARS;FAIT - ARS - Vidéo nutrition - 30 avr. 21;4. Dossier déposé - FINAL;Tableau 1-Budget prévisionnel de l_organisme_MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;CNAF;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;CNAF;20231206 - Rencontre CAF 92.gdoc;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;CNAF;CAF-Guide-aides-financieres-partenaires-2023.pdf;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;CNAF;doc stratégie pour CNAF - Juillet 2023.docx;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Hauts-de-Seine 92;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Hauts-de-Seine 92;Copie de Demande Hauts-De-Seine.gdoc;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Hauts-de-Seine 92;Délégation pouvoir.gdoc;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Demande-dept;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Service Départemental Petite Enfance;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Arc de l'innovation x Endrix -Atelier 15 juin.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Copie de Budget prévisionnel 2022 Petits Pots.gsheet;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Copie de Devis.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Copie de Dossier de candidature - thématique 1 à 3 - AAA 2022 VF-1.gdoc;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Copie de Dossier de candidature Agir-In Petits Pots.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Copie de Reglement appel a agir INSSD 2022 VF-2.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;Agir In 2022;Dossier de candidature Agir-In Fonctionnement.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Accusé de réception email d_info approbation commission signé;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Convention + annexe AGIR IN Seine Saint-Denis;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;email - objet _ URGENT DELIBERATION N°III - CP 09_07_2021 - AGIR IN SSD - ENVOI DE LA CONVENTION POUR SIGNATURE - PROMOTION DROITS DES FEMMES - MAMAMA.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;email du 16.08 - DPAS - objet _ DELIBERATION N°III du 19_07_2021 - _AGIR IN SSD 2021 - PROMOTION DES DROITS DES FEMMES ET EGALITE ENTRE LES FEMMES ET LES HOMMES - MAMAMA.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Projet Duos;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Rapport intermédiaire;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Reglement-Appel-a-agir-IN-SSD-2021.docx;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Reglement-Appel-a-agir-IN-SSD-2021.pdf;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Accusé de réception email d_info approbation commission signé;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Accusé de réception email d_info approbation commission signé;Agir IN x MaMaMa - Accusé de réception email Promotion droits des femmes.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Accusé de réception email d_info approbation commission signé;Agir IN x MaMaMa - Accusé de réception email Promotion droits des femmes.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;2021-Tableau-Emplois-MaMaMa-Projet Canal Vidéos.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;5 – Déclaration sur l’honneur.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;A l’attention du Président du Conseil départemental.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;BUDGET 2021 MaMaMa Agir In.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;Budget-previsionnel-Canal-MaMaMa.xlsx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;Canal MaMaMa Agir In.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;liste dirigeantes.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;Planning Canal MaMaMa.jpg;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Agir In - Canal MaMaMa;Planning Canal MaMaMa.pptx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;agir laureat-e bloc carre 2021 vert.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;agir laureat-e bloc carre 2021.docx;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;agir laureat-e bloc carre 2021.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;agir laureat-e bloc cartouche 2021 vert.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Comm Bailleur;agir laureat-e bloc cartouche 2021.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Convention + annexe AGIR IN Seine Saint-Denis;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Convention + annexe AGIR IN Seine Saint-Denis;ANNEXE BILAN SSD_Projet Duos MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Convention + annexe AGIR IN Seine Saint-Denis;Convention Agir In 2021.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;Association MaMaMa - Rapport d_Activités 2020.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;Association MaMaMa_Publication JO.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;BUDGET 2021_MaMaMa.gdoc;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;BUDGET 2021_MaMaMa.pdf;;;
Drive partagés;PARTENARIATS MECENAT;DEMANDE DE SUBVENTION;PUBLIC;Département Seine-Saint-Denis;FAIT - Agir In 2021;Pièces jointes;Copie de LogoMaMaMaJaune.jpeg;;;
